Timestamp,Local time,Active Focus,Focus,Active Engagement,Engagement,Active Excitement,Excitement,Active Interest,Interest,Active Relaxation,Relaxation,Active Stress,Stress
1749332417.7556,14:40:17.755,false,-1,true,0.313299,true,0.700432,true,0.707427,true,0.631097,true,0.537673
1749332418.255,14:40:18.255,false,-1,true,0.273964,true,0.700339,true,0.795474,true,0.631038,true,0.537622
1749332418.755,14:40:18.755,false,-1,true,0.202281,true,0.698197,true,0.882734,true,0.627377,true,0.522942
1749332419.2547,14:40:19.254,false,-1,true,0.177558,true,0.698106,true,0.924252,true,0.625599,true,0.52026
1749332419.7547,14:40:19.754,false,-1,true,0.147418,true,0.701641,true,0.925564,true,0.622343,true,0.515949
1749332420.2549,14:40:20.254,false,-1,true,0.141797,true,0.704072,true,0.894288,true,0.608247,true,0.503853
1749332420.755,14:40:20.755,false,-1,true,0.126347,true,0.703978,true,0.880566,true,0.561274,true,0.46899
1749332421.2546,14:40:21.254,false,-1,true,0.134482,true,0.70366,true,0.893997,true,0.561243,true,0.441998
1749332421.7545,14:40:21.754,false,-1,true,0.126651,true,0.703566,true,0.902941,true,0.577768,true,0.435696
1749332422.2546,14:40:22.254,false,-1,true,0.12625,true,0.705299,true,0.889283,true,0.577732,true,0.435315
1749332422.7538,14:40:22.753,false,-1,true,0.126408,true,0.706479,true,0.856116,true,0.541797,true,0.41364
1749332423.2538,14:40:23.253,false,-1,true,0.154966,true,0.707274,true,0.83844,true,0.526234,true,0.413635
1749332423.754,14:40:23.754,false,-1,true,0.155098,true,0.707801,true,0.830995,true,0.526213,true,0.411285
1749332424.2536,14:40:24.253,false,-1,true,0.140563,true,0.707704,true,0.81027,true,0.543971,true,0.41128
1749332424.7533,14:40:24.753,false,-1,true,0.140708,true,0.707025,true,0.762409,true,0.565932,true,0.409761
1749332425.2532,14:40:25.253,false,-1,true,0.185657,true,0.705055,true,0.700877,true,0.60253,true,0.409757
1749332425.7526,14:40:25.752,false,-1,true,0.214279,true,0.701873,true,0.65472,true,0.605807,true,0.441668
1749332426.2526,14:40:26.252,false,-1,true,0.214366,true,0.701516,true,0.621192,true,0.607547,true,0.47301
1749332426.7526,14:40:26.752,false,-1,true,0.209212,true,0.690397,true,0.605349,true,0.611146,true,0.516164
1749332427.2522,14:40:27.252,false,-1,true,0.165758,true,0.671855,true,0.607631,true,0.618185,true,0.526775
1749332427.752,14:40:27.752,false,-1,true,0.122258,true,0.65666,true,0.615668,true,0.618132,true,0.526732
1749332428.2527,14:40:28.252,false,-1,true,0.104672,true,0.65659,true,0.613188,true,0.575392,true,0.500219
1749332428.7521,14:40:28.752,false,-1,true,0.082601,true,0.660815,true,0.59485,true,0.510871,true,0.429026
1749332429.2517,14:40:29.251,false,-1,true,0.082798,true,0.675421,true,0.575361,true,0.445112,true,0.384341
1749332429.752,14:40:29.752,false,-1,true,0.099335,true,0.685418,true,0.588748,true,0.416327,true,0.348207
1749332430.2518,14:40:30.251,false,-1,true,0.099517,true,0.692285,true,0.630016,true,0.399762,true,0.347023
1749332430.7514,14:40:30.751,false,-1,true,0.096107,true,0.697012,true,0.672049,true,0.399762,true,0.347027
1749332431.2517,14:40:31.251,false,-1,true,0.096292,true,0.700267,true,0.694881,true,0.409779,true,0.356376
1749332431.7517,14:40:31.751,false,-1,true,0.106261,true,0.702504,true,0.699679,true,0.44942,true,0.376263
1749332432.2513,14:40:32.251,false,-1,true,0.122525,true,0.704035,true,0.700135,true,0.544221,true,0.397654
1749332432.7514,14:40:32.751,false,-1,true,0.128183,true,0.705074,true,0.704073,true,0.549548,true,0.397651
1749332433.2512,14:40:33.251,false,-1,true,0.17461,true,0.70635,true,0.713783,true,0.549521,true,0.376729
1749332433.7506,14:40:33.750,false,-1,true,0.219634,true,0.707212,true,0.734866,true,0.549494,true,0.376729
1749332434.2509,14:40:34.250,false,-1,true,0.250637,true,0.707784,true,0.763551,true,0.571494,true,0.388112
1749332434.7508,14:40:34.750,false,-1,true,0.29957,true,0.708156,true,0.787128,true,0.571459,true,0.424436
1749332435.2503,14:40:35.250,false,-1,true,0.299612,true,0.708386,true,0.791784,true,0.561847,true,0.438516
1749332435.7504,14:40:35.750,false,-1,true,0.261422,true,0.708518,true,0.779668,true,0.548242,true,0.438507
1749332436.2502,14:40:36.250,false,-1,true,0.229751,true,0.708581,true,0.770526,true,0.548215,true,0.443712
1749332436.7499,14:40:36.749,false,-1,true,0.223261,true,0.708484,true,0.766592,true,0.568391,true,0.441689
1749332437.2497,14:40:37.249,false,-1,true,0.223342,true,0.69527,true,0.755954,true,0.568358,true,0.442612
1749332437.7493,14:40:37.749,false,-1,true,0.263691,true,0.694698,true,0.728929,true,0.556343,true,0.442398
1749332438.2488,14:40:38.248,false,-1,true,0.27372,true,0.694609,true,0.692348,true,0.534425,true,0.442388
1749332438.749,14:40:38.749,false,-1,true,0.279528,true,0.698752,true,0.657573,true,0.472135,true,0.420849
1749332439.249,14:40:39.249,false,-1,true,0.302195,true,0.698661,true,0.630294,true,0.470459,true,0.420844
1749332439.7491,14:40:39.749,false,-1,true,0.317689,true,0.700412,true,0.613198,true,0.470449,true,0.447662
1749332440.2488,14:40:40.248,false,-1,true,0.317724,true,0.700319,true,0.602922,true,0.472342,true,0.447651
1749332440.749,14:40:40.749,false,-1,true,0.332625,true,0.702611,true,0.594408,true,0.472332,true,0.44764
1749332441.2483,14:40:41.248,false,-1,true,0.33417,true,0.70418,true,0.588067,true,0.469487,true,0.454329
1749332441.7483,14:40:41.748,false,-1,true,0.3342,true,0.705247,true,0.588476,true,0.469477,true,0.462926
1749332442.2485,14:40:42.248,false,-1,true,0.313804,true,0.705962,true,0.601571,true,0.514203,true,0.499593
1749332442.7481,14:40:42.748,false,-1,true,0.230375,true,0.706434,true,0.644792,true,0.549455,true,0.499564
1749332443.2477,14:40:43.247,false,-1,true,0.219055,true,0.706734,true,0.722497,true,0.550021,true,0.489259
1749332443.7478,14:40:43.747,false,-1,true,0.219139,true,0.706916,true,0.795926,true,0.55362,true,0.489234
1749332444.2473,14:40:44.247,false,-1,true,0.24906,true,0.707014,true,0.832412,true,0.581089,true,0.51158
1749332444.7467,14:40:44.746,false,-1,true,0.250469,true,0.707053,true,0.830042,true,0.581052,true,0.511545
1749332445.2467,14:40:45.246,false,-1,true,0.294541,true,0.707052,true,0.805192,true,0.580542,true,0.50429
1749332445.7464,14:40:45.746,false,-1,true,0.294585,true,0.707023,true,0.782984,true,0.566056,true,0.47356
1749332446.246,14:40:46.246,false,-1,true,0.236977,true,0.706926,true,0.759705,true,0.548487,true,0.447528
1749332446.7462,14:40:46.746,false,-1,true,0.157885,true,0.704179,true,0.726599,true,0.543901,true,0.435912
1749332447.2457,14:40:47.245,false,-1,true,0.158015,true,0.704084,true,0.688662,true,0.520628,true,0.435904
1749332447.7453,14:40:47.745,false,-1,true,0.159032,true,0.704833,true,0.6574,true,0.506222,true,0.416767
1749332448.2455,14:40:48.245,false,-1,true,0.189468,true,0.705328,true,0.635626,true,0.471537,true,0.39307
1749332448.7454,14:40:48.745,false,-1,true,0.23116,true,0.705646,true,0.619899,true,0.411695,true,0.371974
1749332449.2448,14:40:49.244,false,-1,true,0.231236,true,0.705839,true,0.606045,true,0.374543,true,0.351448
1749332449.7452,14:40:49.745,false,-1,true,0.169573,true,0.705743,true,0.594359,true,0.366371,true,0.351451
1749332450.2453,14:40:50.245,false,-1,true,0.150932,true,0.701274,true,0.584753,true,0.366375,true,0.360744
1749332450.7451,14:40:50.745,false,-1,true,0.151068,true,0.701181,true,0.576335,true,0.417462,true,0.38105
1749332451.2451,14:40:51.245,false,-1,true,0.151203,true,0.702608,true,0.567699,true,0.456298,true,0.409664
1749332451.7449,14:40:51.744,false,-1,true,0.144968,true,0.703575,true,0.55801,true,0.45629,true,0.40966
1749332452.2447,14:40:52.244,false,-1,true,0.145108,true,0.704222,true,0.54284,true,0.438173,true,0.388591
1749332452.7448,14:40:52.744,false,-1,true,0.171016,true,0.704646,true,0.525628,true,0.438168,true,0.383846
1749332453.2444,14:40:53.244,false,-1,true,0.199997,true,0.705566,true,0.51179,true,0.454261,true,0.37468
1749332453.744,14:40:53.744,false,-1,true,0.204053,true,0.706179,true,0.506273,true,0.508011,true,0.369903
1749332454.2441,14:40:54.244,false,-1,true,0.204147,true,0.706579,true,0.508497,true,0.507994,true,0.356396
1749332454.7439,14:40:54.743,false,-1,true,0.160446,true,0.706829,true,0.513344,true,0.462547,true,0.343283
1749332455.2435,14:40:55.243,false,-1,true,0.150844,true,0.706976,true,0.517855,true,0.453527,true,0.343287
1749332455.7435,14:40:55.743,false,-1,true,0.15098,true,0.707049,true,0.522559,true,0.453519,true,0.365084
1749332456.2435,14:40:56.243,false,-1,true,0.151112,true,0.707072,true,0.531373,true,0.467046,true,0.37641
1749332456.7429,14:40:56.742,false,-1,true,0.151248,true,0.707059,true,0.54316,true,0.501447,true,0.412001
1749332457.2428,14:40:57.242,false,-1,true,0.134428,true,0.707021,true,0.55195,true,0.501432,true,0.411997
1749332457.7428,14:40:57.742,false,-1,true,0.10154,true,0.706965,true,0.560388,true,0.479927,true,0.388671
1749332458.2426,14:40:58.242,false,-1,true,0.0949,true,0.706898,true,0.575744,true,0.447836,true,0.388669
1749332458.7425,14:40:58.742,false,-1,true,0.095086,true,0.706821,true,0.594319,true,0.426627,true,0.384816
1749332459.2425,14:40:59.242,false,-1,true,0.124215,true,0.706739,true,0.602665,true,0.424732,true,0.390027
1749332459.7425,14:40:59.742,false,-1,true,0.15306,true,0.706653,true,0.596165,true,0.411854,true,0.390025
1749332460.2421,14:41:00.242,false,-1,true,0.173269,true,0.706564,true,0.581502,true,0.401249,true,0.390024
1749332460.7421,14:41:00.742,false,-1,true,0.194903,true,0.706473,true,0.568873,true,0.401248,true,0.387699
1749332461.2415,14:41:01.241,false,-1,true,0.195003,true,0.70638,true,0.558875,true,0.40693,true,0.387561
1749332461.7412,14:41:01.741,false,-1,true,0.199655,true,0.706287,true,0.549403,true,0.427974,true,0.38756
1749332462.2418,14:41:02.241,false,-1,true,0.210002,true,0.706193,true,0.540563,true,0.479692,true,0.420029
1749332462.7414,14:41:02.741,false,-1,true,0.246258,true,0.706098,true,0.532297,true,0.513136,true,0.438979
1749332463.2409,14:41:03.240,false,-1,true,0.297438,true,0.706003,true,0.528228,true,0.523852,true,0.43897
1749332463.7409,14:41:03.740,false,-1,true,0.297481,true,0.705908,true,0.536883,true,0.523831,true,0.422586
1749332464.2403,14:41:04.240,false,-1,true,0.275229,true,0.705812,true,0.559554,true,0.471008,true,0.39055
1749332464.7398,14:41:04.739,false,-1,true,0.275282,true,0.696478,true,0.600484,true,0.470999,true,0.390549
1749332465.2401,14:41:05.240,false,-1,true,0.275334,true,0.675768,true,0.656131,true,0.467219,true,0.390547
1749332465.7399,14:41:05.739,false,-1,true,0.217145,true,0.675689,true,0.704202,true,0.46721,true,0.394821
1749332466.2394,14:41:06.239,false,-1,true,0.204767,true,0.684736,true,0.721185,true,0.451149,true,0.394819
1749332466.7396,14:41:06.739,false,-1,true,0.187478,true,0.690958,true,0.701445,true,0.444068,true,0.39821
1749332467.2396,14:41:07.239,false,-1,true,0.140242,true,0.695243,true,0.666605,true,0.400342,true,0.398207
1749332467.7395,14:41:07.739,false,-1,true,0.129724,true,0.698193,true,0.64971,true,0.396465,true,0.390041
1749332468.2394,14:41:08.239,false,-1,true,0.129879,true,0.698102,true,0.648488,true,0.396465,true,0.382497
1749332468.7394,14:41:08.739,false,-1,true,0.131376,true,0.697632,true,0.651157,true,0.430172,true,0.380447
1749332469.2389,14:41:09.238,false,-1,true,0.131529,true,0.697541,true,0.648471,true,0.430643,true,0.354043
1749332469.7393,14:41:09.739,false,-1,true,0.128276,true,0.699684,true,0.637526,true,0.466995,true,0.354045
1749332470.2393,14:41:10.239,false,-1,true,0.09607,true,0.701149,true,0.617115,true,0.498842,true,0.408955
1749332470.7388,14:41:10.738,false,-1,true,0.074822,true,0.702144,true,0.591434,true,0.529508,true,0.45184
1749332471.2388,14:41:11.238,false,-1,true,0.07137,true,0.702811,true,0.573452,true,0.553884,true,0.451828
1749332471.7389,14:41:11.738,false,-1,true,0.062392,true,0.703249,true,0.575301,true,0.578105,true,0.463764
