Timestamp,Local time,Action Eye,Action Upper Face,Power Upper Face,Action Lower Face,Power Lower Face
1749332419.2547,14:40:19.254,neutral,frown,0.136734,neutral,0.0
1749332419.2858,14:40:19.285,neutral,frown,0.136734,neutral,0.0
1749332419.3171,14:40:19.317,neutral,frown,0.136734,neutral,0.0
1749332419.3483,14:40:19.348,neutral,frown,0.136734,neutral,0.0
1749332419.3794,14:40:19.379,neutral,frown,0.149071,neutral,0.0
1749332419.4108,14:40:19.410,neutral,frown,0.149071,neutral,0.0
1749332419.4421,14:40:19.442,neutral,frown,0.149071,neutral,0.0
1749332419.4734,14:40:19.473,neutral,frown,0.149071,neutral,0.0
1749332419.5048,14:40:19.504,neutral,frown,0.146201,neutral,0.0
1749332419.5361,14:40:19.536,neutral,frown,0.146201,neutral,0.0
1749332419.5675,14:40:19.567,neutral,frown,0.146201,neutral,0.0
1749332419.5988,14:40:19.598,neutral,frown,0.146201,neutral,0.0
1749332419.6301,14:40:19.630,neutral,surprise,0.093612,neutral,0.0
1749332419.6613,14:40:19.661,neutral,surprise,0.093612,neutral,0.0
1749332419.6924,14:40:19.692,neutral,surprise,0.093612,neutral,0.0
1749332419.7236,14:40:19.723,neutral,surprise,0.093612,neutral,0.0
1749332419.7547,14:40:19.754,neutral,surprise,0.113772,neutral,0.0
1749332419.786,14:40:19.786,neutral,surprise,0.113772,neutral,0.0
1749332419.8174,14:40:19.817,neutral,surprise,0.113772,neutral,0.0
1749332419.8487,14:40:19.848,neutral,surprise,0.113772,neutral,0.0
1749332419.8801,14:40:19.880,neutral,surprise,0.14934,neutral,0.0
1749332419.9114,14:40:19.911,neutral,surprise,0.14934,neutral,0.0
1749332419.9427,14:40:19.942,neutral,surprise,0.14934,neutral,0.0
1749332419.9739,14:40:19.973,neutral,surprise,0.14934,neutral,0.0
1749332420.005,14:40:20.005,neutral,surprise,0.163354,neutral,0.0
1749332420.0362,14:40:20.036,neutral,surprise,0.163354,neutral,0.0
1749332420.0673,14:40:20.067,neutral,surprise,0.163354,neutral,0.0
1749332420.0984,14:40:20.098,neutral,surprise,0.163354,neutral,0.0
1749332420.1296,14:40:20.129,neutral,surprise,0.128799,neutral,0.0
1749332420.1609,14:40:20.160,neutral,surprise,0.128799,neutral,0.0
1749332420.1923,14:40:20.192,neutral,surprise,0.128799,neutral,0.0
1749332420.2236,14:40:20.223,neutral,surprise,0.128799,neutral,0.0
1749332420.2549,14:40:20.254,neutral,surprise,0.062161,neutral,0.0
1749332420.2863,14:40:20.286,neutral,surprise,0.062161,neutral,0.0
1749332420.3176,14:40:20.317,neutral,surprise,0.062161,neutral,0.0
1749332420.349,14:40:20.349,neutral,surprise,0.062161,neutral,0.0
1749332420.3801,14:40:20.380,neutral,surprise,0.238461,neutral,0.0
1749332420.4112,14:40:20.411,neutral,surprise,0.238461,neutral,0.0
1749332420.4424,14:40:20.442,neutral,surprise,0.238461,neutral,0.0
1749332420.4735,14:40:20.473,neutral,surprise,0.238461,neutral,0.0
1749332420.5048,14:40:20.504,neutral,surprise,0.21316,neutral,0.0
1749332420.5362,14:40:20.536,neutral,surprise,0.21316,neutral,0.0
1749332420.5675,14:40:20.567,neutral,surprise,0.21316,neutral,0.0
1749332420.5989,14:40:20.598,neutral,surprise,0.21316,neutral,0.0
1749332420.6302,14:40:20.630,neutral,frown,0.163524,neutral,0.0
1749332420.6615,14:40:20.661,neutral,frown,0.163524,neutral,0.0
1749332420.6927,14:40:20.692,neutral,frown,0.163524,neutral,0.0
1749332420.7238,14:40:20.723,neutral,frown,0.163524,neutral,0.0
1749332420.755,14:40:20.755,neutral,frown,0.074467,neutral,0.0
1749332420.7861,14:40:20.786,neutral,frown,0.074467,neutral,0.0
1749332420.8172,14:40:20.817,neutral,frown,0.074467,neutral,0.0
1749332420.8484,14:40:20.848,neutral,frown,0.074467,neutral,0.0
1749332420.8795,14:40:20.879,neutral,frown,0.02887,neutral,0.0
1749332420.9107,14:40:20.910,neutral,frown,0.02887,neutral,0.0
1749332420.942,14:40:20.942,neutral,frown,0.02887,neutral,0.0
1749332420.9733,14:40:20.973,neutral,frown,0.02887,neutral,0.0
1749332421.0047,14:40:21.004,neutral,frown,0.008562,neutral,0.0
1749332421.036,14:40:21.036,neutral,frown,0.008562,neutral,0.0
1749332421.0674,14:40:21.067,neutral,frown,0.008562,neutral,0.0
1749332421.0987,14:40:21.098,neutral,frown,0.008562,neutral,0.0
1749332421.1298,14:40:21.129,neutral,frown,0.045333,neutral,0.0
1749332421.161,14:40:21.161,neutral,frown,0.045333,neutral,0.0
1749332421.1923,14:40:21.192,neutral,frown,0.045333,neutral,0.0
1749332421.2235,14:40:21.223,neutral,frown,0.045333,neutral,0.0
1749332421.2546,14:40:21.254,neutral,neutral,0.0,smirkRight,0.568823
1749332421.2857,14:40:21.285,neutral,neutral,0.0,smirkRight,0.568823
1749332421.3171,14:40:21.317,neutral,neutral,0.0,smirkRight,0.568823
1749332421.3484,14:40:21.348,neutral,neutral,0.0,smirkRight,0.568823
1749332421.3798,14:40:21.379,neutral,neutral,0.0,smirkRight,0.663779
1749332421.4111,14:40:21.411,neutral,neutral,0.0,smirkRight,0.663779
1749332421.4423,14:40:21.442,neutral,neutral,0.0,smirkRight,0.663779
1749332421.4737,14:40:21.473,neutral,neutral,0.0,smirkRight,0.663779
1749332421.5048,14:40:21.504,neutral,surprise,0.088799,neutral,0.0
1749332421.536,14:40:21.536,neutral,surprise,0.088799,neutral,0.0
1749332421.5671,14:40:21.567,neutral,surprise,0.088799,neutral,0.0
1749332421.5982,14:40:21.598,neutral,surprise,0.088799,neutral,0.0
1749332421.6294,14:40:21.629,neutral,surprise,0.0783,neutral,0.0
1749332421.6605,14:40:21.660,neutral,surprise,0.0783,neutral,0.0
1749332421.6919,14:40:21.691,neutral,surprise,0.0783,neutral,0.0
1749332421.7232,14:40:21.723,neutral,surprise,0.0783,neutral,0.0
1749332421.7545,14:40:21.754,neutral,surprise,0.072575,neutral,0.0
1749332421.7859,14:40:21.785,neutral,surprise,0.072575,neutral,0.0
1749332421.8172,14:40:21.817,neutral,surprise,0.072575,neutral,0.0
1749332421.8484,14:40:21.848,neutral,surprise,0.072575,neutral,0.0
1749332421.8795,14:40:21.879,neutral,surprise,0.064125,neutral,0.0
1749332421.9106,14:40:21.910,neutral,surprise,0.064125,neutral,0.0
1749332421.9418,14:40:21.941,neutral,surprise,0.064125,neutral,0.0
1749332421.9729,14:40:21.972,neutral,surprise,0.064125,neutral,0.0
1749332422.0041,14:40:22.004,neutral,surprise,0.339222,neutral,0.0
1749332422.0354,14:40:22.035,neutral,surprise,0.339222,neutral,0.0
1749332422.0667,14:40:22.066,neutral,surprise,0.339222,neutral,0.0
1749332422.0981,14:40:22.098,neutral,surprise,0.339222,neutral,0.0
1749332422.1294,14:40:22.129,neutral,surprise,0.341274,neutral,0.0
1749332422.1607,14:40:22.160,neutral,surprise,0.341274,neutral,0.0
1749332422.1921,14:40:22.192,neutral,surprise,0.341274,neutral,0.0
1749332422.2234,14:40:22.223,neutral,surprise,0.341274,neutral,0.0
1749332422.2546,14:40:22.254,neutral,neutral,0.0,laugh,0.295069
1749332422.2857,14:40:22.285,neutral,neutral,0.0,laugh,0.295069
1749332422.3168,14:40:22.316,neutral,neutral,0.0,laugh,0.295069
1749332422.348,14:40:22.348,neutral,neutral,0.0,laugh,0.295069
1749332422.3791,14:40:22.379,neutral,neutral,0.0,laugh,0.122957
1749332422.4103,14:40:22.410,neutral,neutral,0.0,laugh,0.122957
1749332422.4416,14:40:22.441,neutral,neutral,0.0,laugh,0.122957
1749332422.4729,14:40:22.472,neutral,neutral,0.0,laugh,0.122957
1749332422.5043,14:40:22.504,neutral,neutral,0.0,laugh,0.116282
1749332422.5356,14:40:22.535,neutral,neutral,0.0,laugh,0.116282
1749332422.567,14:40:22.567,neutral,neutral,0.0,laugh,0.116282
1749332422.5981,14:40:22.598,neutral,neutral,0.0,laugh,0.116282
1749332422.6292,14:40:22.629,neutral,neutral,0.0,laugh,0.13028
1749332422.6604,14:40:22.660,neutral,neutral,0.0,laugh,0.13028
1749332422.6915,14:40:22.691,neutral,neutral,0.0,laugh,0.13028
1749332422.7227,14:40:22.722,neutral,neutral,0.0,laugh,0.13028
1749332422.7538,14:40:22.753,neutral,frown,0.157612,neutral,0.0
1749332422.7849,14:40:22.784,neutral,frown,0.157612,neutral,0.0
1749332422.8163,14:40:22.816,neutral,frown,0.157612,neutral,0.0
1749332422.8476,14:40:22.847,neutral,frown,0.157612,neutral,0.0
1749332422.879,14:40:22.879,neutral,frown,0.081052,neutral,0.0
1749332422.9103,14:40:22.910,neutral,frown,0.081052,neutral,0.0
1749332422.9416,14:40:22.941,neutral,frown,0.081052,neutral,0.0
1749332422.973,14:40:22.973,neutral,frown,0.081052,neutral,0.0
1749332423.0041,14:40:23.004,neutral,frown,0.180642,neutral,0.0
1749332423.0353,14:40:23.035,neutral,frown,0.180642,neutral,0.0
1749332423.0664,14:40:23.066,neutral,frown,0.180642,neutral,0.0
1749332423.0975,14:40:23.097,neutral,frown,0.180642,neutral,0.0
1749332423.1287,14:40:23.128,neutral,frown,0.526047,neutral,0.0
1749332423.1598,14:40:23.159,neutral,frown,0.526047,neutral,0.0
1749332423.1912,14:40:23.191,neutral,frown,0.526047,neutral,0.0
1749332423.2225,14:40:23.222,neutral,frown,0.526047,neutral,0.0
1749332423.2538,14:40:23.253,neutral,frown,0.759155,neutral,0.0
1749332423.2852,14:40:23.285,neutral,frown,0.759155,neutral,0.0
1749332423.3165,14:40:23.316,neutral,frown,0.759155,neutral,0.0
1749332423.3478,14:40:23.347,neutral,frown,0.759155,neutral,0.0
1749332423.3789,14:40:23.378,neutral,frown,0.414299,neutral,0.0
1749332423.41,14:40:23.410,neutral,frown,0.414299,neutral,0.0
1749332423.4412,14:40:23.441,neutral,frown,0.414299,neutral,0.0
1749332423.4723,14:40:23.472,neutral,frown,0.414299,neutral,0.0
1749332423.5035,14:40:23.503,neutral,frown,0.319152,neutral,0.0
1749332423.5348,14:40:23.534,neutral,frown,0.319152,neutral,0.0
1749332423.5661,14:40:23.566,neutral,frown,0.319152,neutral,0.0
1749332423.5975,14:40:23.597,neutral,frown,0.319152,neutral,0.0
1749332423.6288,14:40:23.628,neutral,frown,0.140452,neutral,0.0
1749332423.6602,14:40:23.660,neutral,frown,0.140452,neutral,0.0
1749332423.6915,14:40:23.691,neutral,frown,0.140452,neutral,0.0
1749332423.7228,14:40:23.722,neutral,frown,0.140452,neutral,0.0
1749332423.754,14:40:23.754,neutral,frown,0.067753,neutral,0.0
1749332423.7851,14:40:23.785,neutral,frown,0.067753,neutral,0.0
1749332423.8163,14:40:23.816,neutral,frown,0.067753,neutral,0.0
1749332423.8474,14:40:23.847,neutral,frown,0.067753,neutral,0.0
1749332423.8785,14:40:23.878,neutral,frown,0.107058,neutral,0.0
1749332423.9097,14:40:23.909,neutral,frown,0.107058,neutral,0.0
1749332423.941,14:40:23.941,neutral,frown,0.107058,neutral,0.0
1749332423.9724,14:40:23.972,neutral,frown,0.107058,neutral,0.0
1749332424.0037,14:40:24.003,neutral,neutral,0.0,laugh,0.758921
1749332424.035,14:40:24.035,neutral,neutral,0.0,laugh,0.758921
1749332424.0664,14:40:24.066,neutral,neutral,0.0,laugh,0.758921
1749332424.0977,14:40:24.097,neutral,neutral,0.0,laugh,0.758921
1749332424.1288,14:40:24.128,neutral,neutral,0.0,laugh,0.815725
1749332424.16,14:40:24.160,neutral,neutral,0.0,laugh,0.815725
1749332424.1913,14:40:24.191,neutral,neutral,0.0,laugh,0.815725
1749332424.2225,14:40:24.222,neutral,neutral,0.0,laugh,0.815725
1749332424.2536,14:40:24.253,neutral,neutral,0.0,laugh,0.842429
1749332424.2847,14:40:24.284,neutral,neutral,0.0,laugh,0.842429
1749332424.3161,14:40:24.316,neutral,neutral,0.0,laugh,0.842429
1749332424.3474,14:40:24.347,neutral,neutral,0.0,laugh,0.842429
1749332424.3788,14:40:24.378,neutral,neutral,0.0,laugh,0.552641
1749332424.4101,14:40:24.410,neutral,neutral,0.0,laugh,0.552641
1749332424.4414,14:40:24.441,neutral,neutral,0.0,laugh,0.552641
1749332424.4727,14:40:24.472,neutral,neutral,0.0,laugh,0.552641
1749332424.5038,14:40:24.503,neutral,neutral,0.0,laugh,0.535488
1749332424.535,14:40:24.535,neutral,neutral,0.0,laugh,0.535488
1749332424.5661,14:40:24.566,neutral,neutral,0.0,laugh,0.535488
1749332424.5972,14:40:24.597,neutral,neutral,0.0,laugh,0.535488
1749332424.6284,14:40:24.628,neutral,neutral,0.0,laugh,0.557975
1749332424.6595,14:40:24.659,neutral,neutral,0.0,laugh,0.557975
1749332424.6907,14:40:24.690,neutral,neutral,0.0,laugh,0.557975
1749332424.722,14:40:24.722,neutral,neutral,0.0,laugh,0.557975
1749332424.7533,14:40:24.753,neutral,neutral,0.0,laugh,0.818215
1749332424.7847,14:40:24.784,neutral,neutral,0.0,laugh,0.818215
1749332424.816,14:40:24.816,neutral,neutral,0.0,laugh,0.818215
1749332424.8472,14:40:24.847,neutral,neutral,0.0,laugh,0.818215
1749332424.8783,14:40:24.878,neutral,neutral,0.0,laugh,0.98384
1749332424.9094,14:40:24.909,neutral,neutral,0.0,laugh,0.98384
1749332424.9406,14:40:24.940,neutral,neutral,0.0,laugh,0.98384
1749332424.9717,14:40:24.971,neutral,neutral,0.0,laugh,0.98384
1749332425.0029,14:40:25.002,neutral,neutral,0.0,laugh,0.942348
1749332425.034,14:40:25.034,neutral,neutral,0.0,laugh,0.942348
1749332425.0653,14:40:25.065,neutral,neutral,0.0,laugh,0.942348
1749332425.0967,14:40:25.096,neutral,neutral,0.0,laugh,0.942348
1749332425.128,14:40:25.128,neutral,frown,0.096842,neutral,0.0
1749332425.1594,14:40:25.159,neutral,frown,0.096842,neutral,0.0
1749332425.1907,14:40:25.190,neutral,frown,0.096842,neutral,0.0
1749332425.222,14:40:25.222,neutral,frown,0.096842,neutral,0.0
1749332425.2532,14:40:25.253,neutral,neutral,0.0,laugh,0.50405
1749332425.2843,14:40:25.284,neutral,neutral,0.0,laugh,0.50405
1749332425.3155,14:40:25.315,neutral,neutral,0.0,laugh,0.50405
1749332425.3466,14:40:25.346,neutral,neutral,0.0,laugh,0.50405
1749332425.3777,14:40:25.377,neutral,neutral,0.0,laugh,0.535663
1749332425.4089,14:40:25.408,neutral,neutral,0.0,laugh,0.535663
1749332425.44,14:40:25.440,blink,neutral,0.0,laugh,0.535663
1749332425.4714,14:40:25.471,blink,neutral,0.0,laugh,0.535663
1749332425.5027,14:40:25.502,blink,neutral,0.0,laugh,0.609806
1749332425.534,14:40:25.534,blink,neutral,0.0,laugh,0.609806
1749332425.5654,14:40:25.565,blink,neutral,0.0,laugh,0.609806
1749332425.5967,14:40:25.596,neutral,neutral,0.0,laugh,0.609806
1749332425.628,14:40:25.628,neutral,neutral,0.0,laugh,0.717575
1749332425.6592,14:40:25.659,neutral,neutral,0.0,laugh,0.717575
1749332425.6903,14:40:25.690,neutral,neutral,0.0,laugh,0.717575
1749332425.7215,14:40:25.721,neutral,neutral,0.0,laugh,0.717575
1749332425.7526,14:40:25.752,neutral,surprise,0.077661,neutral,0.0
1749332425.7837,14:40:25.783,neutral,surprise,0.077661,neutral,0.0
1749332425.8149,14:40:25.814,neutral,surprise,0.077661,neutral,0.0
1749332425.8462,14:40:25.846,neutral,surprise,0.077661,neutral,0.0
1749332425.8776,14:40:25.877,neutral,surprise,0.122044,neutral,0.0
1749332425.9089,14:40:25.908,neutral,surprise,0.122044,neutral,0.0
1749332425.9402,14:40:25.940,neutral,surprise,0.122044,neutral,0.0
1749332425.9716,14:40:25.971,neutral,surprise,0.122044,neutral,0.0
1749332426.0029,14:40:26.002,neutral,surprise,0.183606,neutral,0.0
1749332426.0341,14:40:26.034,neutral,surprise,0.183606,neutral,0.0
1749332426.0652,14:40:26.065,neutral,surprise,0.183606,neutral,0.0
1749332426.0963,14:40:26.096,neutral,surprise,0.183606,neutral,0.0
1749332426.1275,14:40:26.127,neutral,surprise,0.178898,neutral,0.0
1749332426.1586,14:40:26.158,neutral,surprise,0.178898,neutral,0.0
1749332426.19,14:40:26.190,neutral,surprise,0.178898,neutral,0.0
1749332426.2213,14:40:26.221,winkR,surprise,0.178898,neutral,0.0
1749332426.2526,14:40:26.252,winkR,neutral,0.0,laugh,0.930596
1749332426.284,14:40:26.284,winkR,neutral,0.0,laugh,0.930596
1749332426.3153,14:40:26.315,winkR,neutral,0.0,laugh,0.930596
1749332426.3467,14:40:26.346,winkR,neutral,0.0,laugh,0.930596
1749332426.3778,14:40:26.377,winkR,neutral,0.0,laugh,0.74863
1749332426.4089,14:40:26.408,winkR,neutral,0.0,laugh,0.74863
1749332426.4401,14:40:26.440,winkR,neutral,0.0,laugh,0.74863
1749332426.4712,14:40:26.471,winkR,neutral,0.0,laugh,0.74863
1749332426.5024,14:40:26.502,neutral,neutral,0.0,laugh,0.61323
1749332426.5335,14:40:26.533,neutral,neutral,0.0,laugh,0.61323
1749332426.5646,14:40:26.564,neutral,neutral,0.0,laugh,0.61323
1749332426.596,14:40:26.596,neutral,neutral,0.0,laugh,0.61323
1749332426.6273,14:40:26.627,neutral,neutral,0.0,laugh,0.900365
1749332426.6587,14:40:26.658,neutral,neutral,0.0,laugh,0.900365
1749332426.69,14:40:26.690,neutral,neutral,0.0,laugh,0.900365
1749332426.7213,14:40:26.721,neutral,neutral,0.0,laugh,0.900365
1749332426.7526,14:40:26.752,neutral,neutral,0.0,laugh,0.779049
1749332426.7837,14:40:26.783,neutral,neutral,0.0,laugh,0.779049
1749332426.8149,14:40:26.814,neutral,neutral,0.0,laugh,0.779049
1749332426.846,14:40:26.846,neutral,neutral,0.0,laugh,0.779049
1749332426.8771,14:40:26.877,neutral,frown,0.427589,neutral,0.0
1749332426.9083,14:40:26.908,neutral,frown,0.427589,neutral,0.0
1749332426.9394,14:40:26.939,neutral,frown,0.427589,neutral,0.0
1749332426.9708,14:40:26.970,neutral,frown,0.427589,neutral,0.0
1749332427.0021,14:40:27.002,neutral,frown,0.403683,neutral,0.0
1749332427.0334,14:40:27.033,neutral,frown,0.403683,neutral,0.0
1749332427.0648,14:40:27.064,neutral,frown,0.403683,neutral,0.0
1749332427.0961,14:40:27.096,neutral,frown,0.403683,neutral,0.0
1749332427.1274,14:40:27.127,neutral,frown,0.118908,neutral,0.0
1749332427.1588,14:40:27.158,neutral,frown,0.118908,neutral,0.0
1749332427.1899,14:40:27.189,neutral,frown,0.118908,neutral,0.0
1749332427.2211,14:40:27.221,neutral,frown,0.118908,neutral,0.0
1749332427.2522,14:40:27.252,neutral,frown,0.037444,neutral,0.0
1749332427.2833,14:40:27.283,neutral,frown,0.037444,neutral,0.0
1749332427.3145,14:40:27.314,neutral,frown,0.037444,neutral,0.0
1749332427.3458,14:40:27.345,neutral,frown,0.037444,neutral,0.0
1749332427.3772,14:40:27.377,neutral,frown,0.092538,neutral,0.0
1749332427.4085,14:40:27.408,neutral,frown,0.092538,neutral,0.0
1749332427.4398,14:40:27.439,neutral,frown,0.092538,neutral,0.0
1749332427.4712,14:40:27.471,neutral,frown,0.092538,neutral,0.0
1749332427.5025,14:40:27.502,neutral,frown,0.081724,neutral,0.0
1749332427.5337,14:40:27.533,neutral,frown,0.081724,neutral,0.0
1749332427.5648,14:40:27.564,neutral,frown,0.081724,neutral,0.0
1749332427.5959,14:40:27.595,neutral,frown,0.081724,neutral,0.0
1749332427.6271,14:40:27.627,neutral,frown,0.093664,neutral,0.0
1749332427.6582,14:40:27.658,neutral,frown,0.093664,neutral,0.0
1749332427.6894,14:40:27.689,neutral,frown,0.093664,neutral,0.0
1749332427.7207,14:40:27.720,neutral,frown,0.093664,neutral,0.0
1749332427.752,14:40:27.752,neutral,frown,0.055311,neutral,0.0
1749332427.7834,14:40:27.783,neutral,frown,0.055311,neutral,0.0
1749332427.8147,14:40:27.814,neutral,frown,0.055311,neutral,0.0
1749332427.8461,14:40:27.846,neutral,frown,0.055311,neutral,0.0
1749332427.8774,14:40:27.877,neutral,frown,0.076214,neutral,0.0
1749332427.9085,14:40:27.908,neutral,frown,0.076214,neutral,0.0
1749332427.9397,14:40:27.939,neutral,frown,0.076214,neutral,0.0
1749332427.9708,14:40:27.970,neutral,frown,0.076214,neutral,0.0
1749332428.0022,14:40:28.002,neutral,neutral,0.0,laugh,0.03619
1749332428.0333,14:40:28.033,neutral,neutral,0.0,laugh,0.03619
1749332428.0646,14:40:28.064,neutral,neutral,0.0,laugh,0.03619
1749332428.096,14:40:28.096,neutral,neutral,0.0,laugh,0.03619
1749332428.1273,14:40:28.127,neutral,neutral,0.0,laugh,0.034974
1749332428.1587,14:40:28.158,neutral,neutral,0.0,laugh,0.034974
1749332428.19,14:40:28.190,neutral,neutral,0.0,laugh,0.034974
1749332428.2213,14:40:28.221,neutral,neutral,0.0,laugh,0.034974
1749332428.2527,14:40:28.252,neutral,neutral,0.0,laugh,0.115164
1749332428.2838,14:40:28.283,neutral,neutral,0.0,laugh,0.115164
1749332428.315,14:40:28.315,neutral,neutral,0.0,laugh,0.115164
1749332428.3461,14:40:28.346,neutral,neutral,0.0,laugh,0.115164
1749332428.3772,14:40:28.377,blink,neutral,0.0,laugh,0.874011
1749332428.4084,14:40:28.408,blink,neutral,0.0,laugh,0.874011
1749332428.4395,14:40:28.439,blink,neutral,0.0,laugh,0.874011
1749332428.4709,14:40:28.470,blink,neutral,0.0,laugh,0.874011
1749332428.5022,14:40:28.502,blink,neutral,0.0,laugh,0.836262
1749332428.5335,14:40:28.533,neutral,neutral,0.0,laugh,0.836262
1749332428.5649,14:40:28.564,neutral,neutral,0.0,laugh,0.836262
1749332428.5962,14:40:28.596,neutral,neutral,0.0,laugh,0.836262
1749332428.6275,14:40:28.627,neutral,neutral,0.0,laugh,0.707687
1749332428.6587,14:40:28.658,neutral,neutral,0.0,laugh,0.707687
1749332428.6898,14:40:28.689,neutral,neutral,0.0,laugh,0.707687
1749332428.721,14:40:28.721,neutral,neutral,0.0,laugh,0.707687
1749332428.7521,14:40:28.752,neutral,surprise,0.058196,neutral,0.0
1749332428.7832,14:40:28.783,neutral,surprise,0.058196,neutral,0.0
1749332428.8144,14:40:28.814,neutral,surprise,0.058196,neutral,0.0
1749332428.8455,14:40:28.845,neutral,surprise,0.058196,neutral,0.0
1749332428.8769,14:40:28.876,neutral,surprise,0.02997,neutral,0.0
1749332428.9082,14:40:28.908,neutral,surprise,0.02997,neutral,0.0
1749332428.9395,14:40:28.939,neutral,surprise,0.02997,neutral,0.0
1749332428.9709,14:40:28.970,neutral,surprise,0.02997,neutral,0.0
1749332429.0022,14:40:29.002,neutral,surprise,0.008352,neutral,0.0
1749332429.0336,14:40:29.033,neutral,surprise,0.008352,neutral,0.0
1749332429.0647,14:40:29.064,neutral,surprise,0.008352,neutral,0.0
1749332429.0958,14:40:29.095,neutral,surprise,0.008352,neutral,0.0
1749332429.127,14:40:29.127,neutral,surprise,0.012818,neutral,0.0
1749332429.1581,14:40:29.158,winkR,surprise,0.012818,neutral,0.0
1749332429.1893,14:40:29.189,winkR,surprise,0.012818,neutral,0.0
