Timestamp,Local time,Counter,Interpolated,Accelerometer X,Accelerometer Y,Accelerometer Z,Magnetometer X,Magnetometer Y,Magnetometer Z,Quaternion 0,Quaternion 1,Quaternion 2,Quaternion 3
1749333533.5076,14:58:53.507,31,false,0.713168,0.165283,0.681152,0.010193,0.973648,-0.264408,-0.021241,-0.182397,35.029583,-13.537194
1749333533.539,14:58:53.539,0,false,0.713202,0.165588,0.68103,0.010986,0.963394,-0.26099,-0.019776,-0.014619,35.055732,-13.604089
1749333533.5703,14:58:53.570,1,false,0.713253,0.165833,0.680908,0.011536,0.972183,-0.26685,-0.022705,-0.162695,35.079265,-13.514757
1749333533.6017,14:58:53.601,2,false,0.71335,0.166138,0.680725,0.011963,0.962417,-0.268803,-0.02417,-0.16138,35.070538,-13.628758
1749333533.633,14:58:53.633,3,false,0.71357,0.166687,0.680359,0.012024,0.96144,-0.28101,-0.020264,-0.160196,35.137452,-13.447235
1749333533.6641,14:58:53.664,4,false,0.713796,0.166992,0.680054,0.011658,0.977066,-0.264408,-0.024659,-0.129222,35.167767,-13.567988
1749333533.6953,14:58:53.695,5,false,0.714153,0.16748,0.679565,0.01123,0.965347,-0.264408,-0.030518,-0.041531,35.180097,-13.631804
1749333533.7264,14:58:53.726,6,false,0.714419,0.167847,0.679199,0.010986,0.951675,-0.260502,-0.028565,-0.052332,35.131378,-13.449977
1749333533.7576,14:58:53.757,7,false,0.714614,0.168274,0.678894,0.010681,0.971695,-0.26099,-0.032959,-0.211591,35.162301,-13.540548
1749333533.7887,14:58:53.788,8,false,0.714643,0.168396,0.678833,0.010681,0.978531,-0.254643,-0.020264,-0.175478,35.040593,-13.696832
1749333533.8198,14:58:53.819,9,false,0.714655,0.168335,0.678833,0.010864,0.968765,-0.274174,-0.020752,-0.202791,35.035733,-13.643087
1749333533.851,14:58:53.851,10,false,0.714656,0.168579,0.678772,0.010803,0.975113,-0.26392,-0.019776,-0.107743,34.941635,-13.699393
1749333533.8821,14:58:53.882,11,false,0.71469,0.168396,0.678772,0.011414,0.960952,-0.277104,-0.017334,-0.082015,34.991532,-13.765022
1749333533.9135,14:58:53.913,12,false,0.714675,0.168701,0.678711,0.011475,0.965835,-0.273198,-0.01294,-0.028952,34.96167,-13.74932
1749333533.9448,14:58:53.944,13,false,0.714722,0.169006,0.678589,0.01123,0.979995,-0.262455,-0.026123,-0.11578,34.889933,-13.660418
1749333533.9761,14:58:53.976,14,false,0.714693,0.169128,0.678589,0.01123,0.963394,-0.271733,-0.017823,-0.029433,34.930046,-13.67013
1749333534.0075,14:58:54.007,15,false,0.71467,0.169495,0.678528,0.010864,0.960952,-0.261967,-0.02417,-0.14612,35.055871,-13.813455
1749333534.0388,14:58:54.038,16,false,0.71475,0.169189,0.678528,0.010376,0.958511,-0.270268,-0.031006,-0.17637,34.870037,-13.897586
1749333534.0701,14:58:54.070,17,false,0.714665,0.168823,0.678711,0.010193,0.963394,-0.245365,-0.031983,-0.18864,34.942047,-13.808811
1749333534.1015,14:58:54.101,18,false,0.714534,0.16864,0.678894,0.010254,0.962417,-0.260014,-0.025635,-0.154822,34.917134,-13.863499
1749333534.1326,14:58:54.132,19,false,0.714444,0.168518,0.679016,0.010437,0.963394,-0.251713,-0.009522,-0.13934,34.834896,-13.778133
1749333534.1638,14:58:54.163,20,false,0.714296,0.16864,0.679138,0.01062,0.958511,-0.261479,-0.018799,-0.155314,34.880513,-13.746166
1749333534.1949,14:58:54.194,21,false,0.714136,0.168579,0.679321,0.01062,0.968765,-0.270268,-0.01294,-0.184644,34.96643,-13.687487
1749333534.2262,14:58:54.226,22,false,0.713993,0.168701,0.679443,0.010498,0.961929,-0.262455,-0.022705,-0.076457,34.968986,-13.784215
1749333534.2574,14:58:54.257,23,false,0.713758,0.168701,0.679688,0.010681,0.975113,-0.270756,-0.013916,-0.14358,34.926425,-13.751639
1749333534.2887,14:58:54.288,24,false,0.713655,0.16864,0.67981,0.010742,0.958999,-0.261967,-0.018311,-0.099314,34.962889,-13.722321
1749333534.3201,14:58:54.320,25,false,0.71343,0.168823,0.679993,0.01123,0.970718,-0.270756,-0.015381,-0.074429,35.01066,-13.740796
1749333534.3514,14:58:54.351,26,false,0.713377,0.168762,0.680054,0.011841,0.965347,-0.267338,-0.022217,-0.096894,34.993839,-13.74247
1749333534.3827,14:58:54.382,27,false,0.713221,0.168396,0.680298,0.01239,0.963394,-0.272709,-0.004639,0.002519,34.963747,-13.684161
1749333534.4141,14:58:54.414,28,false,0.713217,0.167908,0.68042,0.012512,0.9673,-0.268803,-0.025147,-0.042595,34.936663,-13.706452
1749333534.4452,14:58:54.445,29,false,0.713228,0.168152,0.680359,0.011963,0.971695,-0.265873,-0.00708,0.036434,35.002011,-13.756422
1749333534.4766,14:58:54.476,30,false,0.713199,0.168274,0.680359,0.011963,0.979019,-0.253666,-0.020264,0.017837,34.92624,-13.891118
1749333534.5077,14:58:54.507,31,false,0.713158,0.168457,0.680359,0.011841,0.969253,-0.254154,-0.005615,0.090822,34.99263,-13.922621
1749333534.5388,14:58:54.538,0,false,0.713187,0.168579,0.680298,0.011841,0.967788,-0.27808,-0.00708,0.066786,35.037427,-13.891158
1749333534.5702,14:58:54.570,1,false,0.713196,0.168518,0.680298,0.012146,0.984878,-0.27808,-0.014405,0.164784,35.092699,-13.847888
1749333534.6013,14:58:54.601,2,false,0.713042,0.168396,0.680481,0.012634,0.976577,-0.28101,-0.014405,0.073537,35.067674,-13.883714
1749333534.6325,14:58:54.632,3,false,0.712811,0.167358,0.680969,0.013123,0.959976,-0.278569,-0.01294,0.111045,34.910567,-13.781373
1749333534.6638,14:58:54.663,4,false,0.712632,0.166382,0.681396,0.013123,0.960952,-0.28101,-0.010986,0.070032,34.948617,-13.599543
1749333534.6951,14:58:54.695,5,false,0.712473,0.165588,0.681763,0.012756,0.949722,-0.255619,-0.002197,-0.116417,35.042677,-13.585435
1749333534.7265,14:58:54.726,6,false,0.712787,0.165039,0.68158,0.012085,0.966323,-0.244877,-0.000244,0.074671,35.067516,-13.497968
1749333534.7578,14:58:54.757,7,false,0.713214,0.165222,0.681091,0.011902,0.96144,-0.268803,-0.021729,0.05225,35.254363,-13.508971
