Timestamp,Local time,Counter,Interpolated,Contact Quality,AF3,T7,Pz,T8,AF4
1749332971.7426,14:49:31.742,3,false,0.0,4340.128,4507.436,4220.641,4388.846,4303.205
1749332971.7503,14:49:31.750,4,false,0.0,4334.744,4495.385,4219.103,4390.385,4303.59
1749332971.7581,14:49:31.758,5,false,0.0,4345.769,4497.821,4222.692,4400.641,4298.718
1749332971.7659,14:49:31.765,6,false,0.0,4360.769,4517.949,4231.026,4418.333,4302.436
1749332971.7738,14:49:31.773,7,false,0.0,4355.897,4509.872,4225.385,4427.179,4300.256
1749332971.7815,14:49:31.781,8,false,0.0,4356.923,4493.462,4219.103,4428.462,4301.667
1749332971.7893,14:49:31.789,9,false,0.0,4371.795,4502.949,4233.974,4446.923,4317.436
1749332971.7971,14:49:31.797,10,false,0.0,4368.718,4507.564,4243.718,4469.872,4322.308
1749332971.8049,14:49:31.804,11,false,0.0,4363.59,4499.615,4233.077,4462.949,4316.795
1749332971.8126,14:49:31.812,12,false,0.0,4383.718,4504.359,4231.41,4448.333,4321.667
1749332971.8204,14:49:31.820,13,false,0.0,4414.103,4510.128,4248.077,4453.718,4331.667
1749332971.8282,14:49:31.828,14,false,0.0,4458.462,4511.538,4272.949,4453.205,4354.487
1749332971.836,14:49:31.836,15,false,0.0,4516.154,4517.051,4289.359,4435.128,4387.821
1749332971.8437,14:49:31.843,16,false,0.0,4540.385,4507.179,4256.923,4413.846,4390.769
1749332971.8516,14:49:31.851,17,false,0.0,4540.513,4492.308,4204.872,4393.077,4376.41
1749332971.8594,14:49:31.859,18,false,0.0,4572.179,4507.821,4225.256,4393.846,4397.179
1749332971.8672,14:49:31.867,19,false,0.0,4608.205,4523.718,4273.846,4420.641,4422.436
1749332971.8749,14:49:31.874,20,false,0.0,4603.59,4504.359,4239.487,4428.205,4402.949
1749332971.8827,14:49:31.882,21,false,0.0,4592.436,4487.821,4187.564,4421.538,4376.282
1749332971.8905,14:49:31.890,22,false,0.0,4597.564,4501.538,4214.487,4444.872,4380.256
1749332971.8983,14:49:31.898,23,false,0.0,4599.615,4512.949,4242.179,4470.769,4389.231
1749332971.906,14:49:31.906,24,false,0.0,4605.128,4509.615,4223.462,4466.538,4385.641
1749332971.9138,14:49:31.913,25,false,0.0,4610.897,4515.513,4232.949,4468.59,4381.026
1749332971.9216,14:49:31.921,26,false,0.0,4584.103,4519.615,4249.872,4484.744,4370.385
1749332971.9295,14:49:31.929,27,false,0.0,4543.59,4495.769,4215.641,4478.718,4344.872
1749332971.9374,14:49:31.937,28,false,0.0,4532.179,4481.154,4206.282,4460.513,4327.436
1749332971.9452,14:49:31.945,29,false,0.0,4531.923,4507.436,4247.821,4452.436,4335.641
1749332971.953,14:49:31.953,30,false,0.0,4517.051,4519.615,4246.282,4435.385,4343.718
1749332971.9608,14:49:31.960,31,false,0.0,4506.667,4500.513,4222.436,4407.179,4336.282
1749332971.9687,14:49:31.968,32,false,0.0,4499.744,4506.923,4243.077,4391.154,4331.795
1749332971.9765,14:49:31.976,33,false,0.0,4466.538,4515.0,4245.128,4380.897,4324.615
1749332971.9843,14:49:31.984,34,false,0.0,4421.026,4483.077,4209.615,4366.795,4301.923
1749332971.9921,14:49:31.992,35,false,0.0,4396.026,4473.718,4209.359,4365.769,4289.359
1749332972.0,14:49:32.000,36,false,0.0,4381.667,4500.897,4224.231,4376.923,4295.385
1749332972.0079,14:49:32.007,37,false,0.0,4365.0,4495.385,4216.923,4383.462,4295.256
1749332972.0157,14:49:32.015,38,false,0.0,4359.231,4480.256,4227.692,4393.205,4294.872
1749332972.0235,14:49:32.023,39,false,0.0,4358.974,4503.846,4249.103,4413.333,4305.897
1749332972.0314,14:49:32.031,40,false,0.0,4346.667,4521.026,4251.41,4431.282,4306.923
